entry_idx,entry_price,direction,size_u,holding_bars,exit_idx,exit_price,exit_reason,pnl,trail_active,trail_pct,weak_flag
104,3349.71,long,1.0,19,123,3428.67,TP,3.30,False,0.0,False
138,3399.19,long,1.0,41,179,3360.58,SL_over40,-1.59,True,0.06,True
148,3422.57,long,1.0,41,189,3383.70,SL_over40,-1.59,True,0.06,True
466,3485.62,long,1.0,41,507,3446.03,SL_over40,-1.59,True,0.06,True
474,3477.66,long,1.0,56,530,3438.16,SL_over40,-1.59,True,0.06,True
504,3454.18,short,1.0,51,555,3493.41,SL_over40,-1.59,True,0.06,True
447,3471.17,short,2.0,112,559,3510.59,SL_over40,-3.18,True,0.06,True
631,3595.69,long,1.0,64,695,3671.97,TP_over40,2.97,True,0.06,True
630,3603.61,long,1.0,168,798,3680.06,TP_over40,2.97,True,0.06,True
971,3400.55,short,1.0,37,1008,3320.39,TP,3.30,False,0.0,False
974,3378.75,long,4.0,54,1028,3340.38,SL_over40,-6.36,True,0.06,True
1029,3349.79,short,1.0,21,1050,3270.83,TP,3.30,False,0.0,False
1024,3357.85,short,4.0,26,1050,3278.70,TP,13.20,False,0.0,False
1046,3336.62,long,2.0,6,1052,3210.31,SL,-10.60,False,0.0,False
1063,3281.53,long,2.0,70,1133,3244.26,SL_over40,-3.18,True,0.08,False
1134,3241.40,long,4.0,7,1141,3317.80,TP,13.20,False,0.0,False
1175,3219.60,long,1.0,29,1204,3295.49,TP,3.30,False,0.0,False
1184,3243.93,short,4.0,41,1225,3280.77,SL_over40,-6.36,True,0.06,True
1235,3230.73,long,4.0,10,1245,3306.88,TP,13.20,False,0.0,False
1216,3307.35,long,1.0,41,1257,3269.79,SL_over40,-1.59,True,0.06,True
1247,3294.08,long,1.0,41,1288,3256.67,SL_over40,-1.59,True,0.06,True
1237,3245.14,short,4.0,93,1330,3282.00,SL_over40,-6.36,True,0.06,True
1241,3247.48,short,1.0,110,1351,3284.36,SL_over40,-1.59,True,0.06,True
1456,3244.99,short,1.0,39,1495,3168.50,TP,3.30,False,0.0,False
1473,3255.96,long,4.0,27,1500,3132.70,SL,-21.20,False,0.0,False
1533,3020.79,long,4.0,12,1545,3091.99,TP,13.20,False,0.0,False
1538,3015.72,short,1.0,12,1550,3129.89,SL,-5.30,False,0.0,False
1531,3026.02,short,1.0,20,1551,3140.58,SL,-5.30,False,0.0,False
1521,3034.41,short,4.0,41,1562,3068.87,SL_over40,-6.36,True,0.06,True
1625,3191.13,short,1.0,44,1669,3227.37,SL_over40,-1.59,True,0.06,True
1640,3215.08,short,4.0,68,1708,3251.59,SL_over40,-6.36,True,0.06,True
1620,3213.13,long,2.0,88,1708,3281.29,TP_over40,5.94,True,0.06,True
1618,3210.78,long,4.0,90,1708,3278.89,TP_over40,11.88,True,0.06,True
1670,3228.97,short,4.0,41,1711,3265.64,SL_over40,-6.36,True,0.06,True
1722,3347.95,long,1.0,11,1733,3426.87,TP,3.30,False,0.0,False
1716,3339.21,short,1.0,19,1735,3465.62,SL,-5.30,False,0.0,False
1816,3336.57,short,2.0,41,1857,3374.46,SL_over40,-3.18,True,0.06,True
1863,3357.32,long,1.0,23,1886,3436.46,TP,3.30,False,0.0,False
1905,3428.87,short,4.0,41,1946,3467.81,SL_over40,-6.36,True,0.06,True
2014,3269.11,long,2.0,28,2042,3346.17,TP,6.60,False,0.0,False
2010,3278.05,long,4.0,32,2042,3355.32,TP,13.20,False,0.0,False
2059,3278.48,long,4.0,16,2075,3154.37,SL,-21.20,False,0.0,False
2104,3402.50,short,4.0,19,2123,3322.30,TP,13.20,False,0.0,False
2140,3183.87,short,2.0,14,2154,3304.40,SL,-10.60,False,0.0,False
2128,3253.01,long,4.0,32,2160,3329.69,TP,13.20,False,0.0,False
2126,3259.31,long,4.0,34,2160,3336.14,TP,13.20,False,0.0,False
2144,3238.89,short,4.0,17,2161,3361.51,SL,-21.20,False,0.0,False
2199,3349.01,short,4.0,3,2202,3270.07,TP,13.20,False,0.0,False
2186,3312.55,short,1.0,18,2204,3234.47,TP,3.30,False,0.0,False
2178,3342.90,long,4.0,26,2204,3216.35,SL,-21.20,False,0.0,False
2176,3373.00,long,4.0,28,2204,3245.31,SL,-21.20,False,0.0,False
2236,3237.43,long,4.0,39,2275,3313.74,TP,13.20,False,0.0,False
2265,3254.14,long,2.0,22,2287,3330.84,TP,6.60,False,0.0,False
2280,3307.94,long,1.0,105,2385,3270.37,SL_over40,-1.59,True,0.06,True
2295,3316.51,short,4.0,106,2401,3246.15,TP_over40,11.88,True,0.06,True
2392,3272.00,short,1.0,48,2440,3202.59,TP_over40,2.97,True,0.06,True
2465,3203.99,long,4.0,16,2481,3279.51,TP,13.20,False,0.0,False
2458,3220.03,short,2.0,45,2503,3256.60,SL_over40,-3.18,True,0.06,True
2506,3232.17,long,4.0,6,2512,3308.36,TP,13.20,False,0.0,False
2502,3224.47,short,4.0,14,2516,3346.54,SL,-21.20,False,0.0,False
2524,3309.40,short,4.0,41,2565,3346.99,SL_over40,-6.36,True,0.06,True
2577,3399.66,short,4.0,33,2610,3319.53,TP,13.20,False,0.0,False
2604,3332.00,long,1.0,41,2645,3294.16,SL_over40,-1.59,True,0.06,True
2686,3337.01,short,1.0,116,2802,3266.22,TP_over40,2.97,True,0.06,True
2622,3301.54,long,1.0,181,2803,3264.04,SL_over40,-1.59,True,0.06,True
2804,3240.90,long,4.0,25,2829,3118.21,SL,-21.20,False,0.0,False
2844,3070.11,long,4.0,21,2865,3142.48,TP,13.20,False,0.0,False
2860,3110.51,long,1.0,30,2890,3183.83,TP,3.30,False,0.0,False
2850,3051.80,short,2.0,40,2890,3167.33,SL,-10.60,True,0.06,True
2960,3162.78,short,1.0,28,2988,3088.23,TP,3.30,False,0.0,False
2961,3172.31,long,2.0,28,2989,3052.22,SL,-10.60,False,0.0,False
2990,3070.17,long,4.0,33,3023,3142.54,TP,13.20,False,0.0,False
2987,3099.85,short,1.0,41,3028,3135.06,SL_over40,-1.59,True,0.06,True
3127,3192.28,long,2.0,21,3148,3267.53,TP,6.60,False,0.0,False
3126,3182.49,short,1.0,41,3167,3218.63,SL_over40,-1.59,True,0.06,True
3157,3255.30,short,2.0,77,3234,3292.27,SL_over40,-3.18,True,0.06,True
3168,3271.64,short,2.0,67,3235,3308.80,SL_over40,-3.18,True,0.06,True
3165,3272.60,short,2.0,70,3235,3309.77,SL_over40,-3.18,True,0.06,True
3156,3265.92,short,4.0,79,3235,3303.01,SL_over40,-6.36,True,0.06,True
3254,3412.42,short,4.0,10,3264,3331.98,TP,13.20,False,0.0,False
3279,3316.32,long,4.0,41,3320,3278.66,SL_over40,-6.36,True,0.06,True
3357,3262.24,short,1.0,8,3365,3185.34,TP,3.30,False,0.0,False
3397,3077.97,long,1.0,51,3448,3043.01,SL_over40,-1.59,True,0.06,True
3415,3103.27,short,2.0,34,3449,3030.12,TP,6.60,False,0.0,False
3414,3093.01,short,1.0,35,3449,3020.10,TP,3.30,True,0.06,True
3431,3064.65,short,2.0,21,3452,2992.41,TP,6.60,False,0.0,False
3463,2969.37,short,4.0,5,3468,2899.38,TP,13.20,False,0.0,False
3471,2907.65,long,4.0,1,3472,2797.57,SL,-21.20,False,0.0,False
3453,2972.99,long,4.0,19,3472,2860.44,SL,-21.20,False,0.0,False
3478,2851.77,short,4.0,2,3480,2784.55,TP,13.20,False,0.0,False
3481,2823.49,short,4.0,3,3484,2756.94,TP,13.20,False,0.0,False
3475,2810.79,long,4.0,10,3485,2704.38,SL,-21.20,False,0.0,False
3474,2838.31,long,4.0,11,3485,2730.86,SL,-21.20,False,0.0,False
3498,2465.33,long,4.0,5,3503,2523.44,TP,13.20,False,0.0,False
3500,2477.82,short,4.0,8,3508,2571.62,SL,-21.20,False,0.0,False
3504,2511.10,short,4.0,5,3509,2606.16,SL,-21.20,False,0.0,False
3520,2593.14,short,1.0,15,3535,2532.02,TP,3.30,False,0.0,False
3510,2600.00,long,4.0,29,3539,2661.29,TP,13.20,False,0.0,False
3555,2735.78,short,2.0,11,3566,2839.35,SL,-10.60,False,0.0,False
3574,2873.33,short,1.0,11,3585,2805.60,TP,3.30,False,0.0,False
3570,2883.41,short,4.0,15,3585,2815.44,TP,13.20,False,0.0,False
3588,2806.15,long,4.0,7,3595,2699.92,SL,-21.20,False,0.0,False
3609,2698.31,long,4.0,9,3618,2761.91,TP,13.20,False,0.0,False
3599,2696.71,short,4.0,25,3624,2798.80,SL,-21.20,False,0.0,False
3602,2721.10,short,1.0,24,3626,2824.11,SL,-5.30,False,0.0,False
3647,2814.54,short,1.0,7,3654,2748.20,TP,3.30,False,0.0,False
3643,2793.07,short,4.0,12,3655,2727.23,TP,13.20,False,0.0,False
3641,2790.57,short,2.0,14,3655,2724.79,TP,6.60,False,0.0,False
3625,2804.99,long,1.0,33,3658,2698.80,SL,-5.30,True,0.06,True
3655,2738.84,long,4.0,7,3662,2635.16,SL,-21.20,False,0.0,False
3662,2651.23,long,4.0,4,3666,2713.72,TP,13.20,False,0.0,False
3668,2722.00,short,4.0,41,3709,2752.91,SL_over40,-6.36,True,0.06,True
3671,2732.94,long,2.0,43,3714,2790.92,TP_over40,5.94,True,0.08,False
3727,2818.12,short,2.0,7,3734,2751.69,TP,6.60,False,0.0,False
3706,2781.82,short,1.0,39,3745,2716.25,TP,3.30,True,0.06,True
3740,2744.91,long,4.0,31,3771,2809.61,TP,13.20,False,0.0,False
3753,2763.01,long,4.0,30,3783,2828.14,TP,13.20,False,0.0,False
3746,2736.39,short,4.0,41,3787,2767.47,SL_over40,-6.36,True,0.06,True
3756,2781.99,short,4.0,41,3797,2813.59,SL_over40,-6.36,True,0.06,True
3803,2835.51,short,4.0,14,3817,2768.67,TP,13.20,False,0.0,False
3782,2815.20,short,2.0,41,3823,2755.48,TP_over40,5.94,True,0.06,True
3824,2751.05,long,4.0,41,3865,2719.81,SL_over40,-6.36,True,0.06,True
3827,2747.52,long,2.0,41,3868,2716.32,SL_over40,-3.18,True,0.06,True
3831,2707.10,long,4.0,57,3888,2676.36,SL_over40,-6.36,True,0.06,True
3852,2703.57,long,4.0,57,3909,2760.92,TP_over40,11.88,True,0.06,True
3919,2791.06,short,1.0,4,3923,2725.27,TP,3.30,False,0.0,False
3917,2776.01,short,4.0,9,3926,2710.58,TP,13.20,False,0.0,False
3947,2594.34,long,4.0,12,3959,2655.49,TP,13.20,False,0.0,False
4006,2607.04,short,1.0,41,4047,2636.65,SL_over40,-1.59,True,0.06,True
3990,2623.10,long,1.0,78,4068,2678.75,TP_over40,2.97,True,0.06,True
3987,2611.96,long,1.0,81,4068,2667.37,TP_over40,2.97,True,0.06,True
4145,2615.77,short,4.0,41,4186,2645.48,SL_over40,-6.36,True,0.06,True
4211,2651.75,long,1.0,37,4248,2714.26,TP,3.30,True,0.06,True
4206,2658.00,long,4.0,42,4248,2714.39,TP_over40,11.88,True,0.06,True
4225,2683.22,long,1.0,76,4301,2652.75,SL_over40,-1.59,True,0.06,True
4302,2650.25,long,4.0,41,4343,2620.15,SL_over40,-6.36,True,0.06,True
4316,2638.54,long,2.0,41,4357,2608.57,SL_over40,-3.18,True,0.06,True
4340,2600.81,short,2.0,41,4381,2630.35,SL_over40,-3.18,True,0.06,True
4358,2593.50,long,1.0,37,4395,2654.63,TP,3.30,False,0.0,False
4329,2598.44,long,1.0,66,4395,2653.56,TP_over40,2.97,True,0.06,True
4404,2607.49,short,4.0,27,4431,2706.20,SL,-21.20,False,0.0,False
4403,2598.10,short,4.0,28,4431,2696.46,SL,-21.20,False,0.0,False
4429,2682.31,short,2.0,3,4432,2783.85,SL,-10.60,False,0.0,False
4515,2638.69,long,4.0,27,4542,2700.89,TP,13.20,False,0.0,False
4537,2675.27,long,1.0,56,4593,2732.02,TP_over40,2.97,True,0.08,False
4606,2784.31,short,4.0,12,4618,2718.68,TP,13.20,False,0.0,False
4589,2701.21,short,1.0,49,4638,2731.89,SL_over40,-1.59,True,0.06,True
4626,2724.95,short,1.0,62,4688,2667.14,TP_over40,2.97,True,0.06,True
4625,2718.00,long,4.0,63,4688,2687.13,SL_over40,-6.36,True,0.06,True
4828,2673.41,short,1.0,35,4863,2774.62,SL,-5.30,True,0.06,True
4882,2816.22,short,4.0,3,4885,2749.84,TP,13.20,False,0.0,False
4888,2736.65,long,4.0,47,4935,2705.57,SL_over40,-6.36,True,0.06,True
4917,2744.05,long,1.0,41,4958,2712.89,SL_over40,-1.59,True,0.06,True
4936,2705.85,long,4.0,41,4977,2675.12,SL_over40,-6.36,True,0.06,True
4975,2719.30,short,1.0,9,4984,2655.20,TP,3.30,False,0.0,False
4966,2685.81,short,1.0,21,4987,2622.50,TP,3.30,False,0.0,False
4993,2631.72,short,2.0,41,5034,2661.61,SL_over40,-3.18,True,0.06,True
4981,2673.70,long,2.0,73,5054,2730.42,TP_over40,5.94,True,0.06,True
5075,2691.69,short,2.0,43,5118,2722.26,SL_over40,-3.18,True,0.06,True
5055,2726.56,short,1.0,72,5127,2757.53,SL_over40,-1.59,True,0.06,True
5084,2711.39,long,1.0,83,5167,2768.91,TP_over40,2.97,True,0.06,True
5183,2741.26,short,4.0,60,5243,2772.39,SL_over40,-6.36,True,0.06,True
5178,2723.76,long,2.0,65,5243,2781.54,TP_over40,5.94,True,0.06,True
5050,2716.58,long,2.0,193,5243,2774.21,TP_over40,5.94,True,0.06,True
5296,2645.77,long,4.0,42,5338,2701.90,TP_over40,11.88,True,0.08,False
5344,2738.75,long,1.0,80,5424,2796.85,TP_over40,2.97,True,0.08,False
5445,2797.48,long,1.0,46,5491,2856.83,TP_over40,2.97,True,0.06,True
5491,2817.49,short,4.0,16,5507,2751.08,TP,13.20,False,0.0,False
5571,2651.23,long,1.0,11,5582,2550.86,SL,-5.30,False,0.0,False
5557,2658.77,long,2.0,25,5582,2558.12,SL,-10.60,False,0.0,False
5555,2658.10,short,4.0,27,5582,2595.44,TP,13.20,False,0.0,False
5540,2682.41,short,1.0,42,5582,2625.50,TP_over40,2.97,True,0.08,False
5588,2528.59,long,4.0,30,5618,2432.86,SL,-21.20,False,0.0,False
5587,2515.63,short,4.0,31,5618,2456.33,TP,13.20,False,0.0,False
5597,2494.91,long,4.0,22,5619,2400.46,SL,-21.20,False,0.0,False
5593,2499.10,long,4.0,26,5619,2404.49,SL,-21.20,False,0.0,False
5631,2385.61,long,2.0,7,5638,2441.84,TP,6.60,False,0.0,False
5629,2383.54,long,2.0,9,5638,2439.72,TP,6.60,False,0.0,False
5624,2412.49,short,4.0,44,5668,2439.89,SL_over40,-6.36,True,0.06,True
5664,2421.78,long,4.0,7,5671,2478.86,TP,13.20,False,0.0,False
5658,2425.20,long,2.0,13,5671,2482.37,TP,6.60,False,0.0,False
5646,2422.92,long,2.0,25,5671,2480.03,TP,6.60,False,0.0,False
5736,2448.30,long,2.0,21,5757,2355.61,SL,-10.60,False,0.0,False
5755,2398.01,long,1.0,4,5759,2307.23,SL,-5.30,False,0.0,False
5754,2403.90,short,1.0,5,5759,2347.24,TP,3.30,False,0.0,False
5764,2299.40,long,4.0,7,5771,2353.60,TP,13.20,False,0.0,False
5770,2331.19,short,4.0,41,5811,2357.67,SL_over40,-6.36,True,0.06,True
5781,2336.37,long,1.0,60,5841,2309.84,SL_over40,-1.59,True,0.06,True
5816,2355.00,long,2.0,41,5857,2328.25,SL_over40,-3.18,True,0.06,True
5794,2339.90,short,1.0,66,5860,2290.26,TP_over40,2.97,True,0.06,True
5803,2319.91,short,4.0,59,5862,2270.69,TP_over40,11.88,True,0.06,True
5842,2318.89,long,4.0,24,5866,2231.10,SL,-21.20,False,0.0,False
5866,2250.32,long,1.0,10,5876,2303.36,TP,3.30,False,0.0,False
5886,2215.81,long,4.0,2,5888,2131.93,SL,-21.20,False,0.0,False
5897,2136.71,short,4.0,8,5905,2086.34,TP,13.20,False,0.0,False
5911,2103.19,long,1.0,21,5932,2152.77,TP,3.30,False,0.0,False
5912,2097.50,short,1.0,22,5934,2176.91,SL,-5.30,False,0.0,False
5900,2122.78,long,2.0,34,5934,2172.82,TP,6.60,True,0.06,True
5907,2114.50,short,4.0,31,5938,2194.55,SL,-21.20,True,0.06,True
5936,2173.30,long,2.0,3,5939,2224.53,TP,6.60,False,0.0,False
5937,2166.41,short,2.0,16,5953,2248.42,SL,-10.60,False,0.0,False
5985,2256.19,long,2.0,41,6026,2230.57,SL_over40,-3.18,True,0.06,True
6070,2212.45,short,1.0,41,6111,2237.58,SL_over40,-1.59,True,0.06,True
6075,2218.71,short,1.0,41,6116,2243.91,SL_over40,-1.59,True,0.06,True
6088,2228.41,short,1.0,39,6127,2175.88,TP,3.30,True,0.06,True
6095,2230.88,long,2.0,37,6132,2283.47,TP,6.60,True,0.06,True
6141,2480.49,long,4.0,15,6156,2538.96,TP,13.20,False,0.0,False
6215,2358.82,long,1.0,10,6225,2269.52,SL,-5.30,False,0.0,False
6235,2278.12,short,1.0,4,6239,2224.42,TP,3.30,False,0.0,False
6231,2286.68,short,4.0,8,6239,2232.78,TP,13.20,False,0.0,False
6237,2277.21,long,4.0,3,6240,2191.00,SL,-21.20,False,0.0,False
6252,2138.70,short,2.0,16,6268,2088.29,TP,6.60,False,0.0,False
6249,2129.16,short,4.0,19,6268,2078.97,TP,13.20,False,0.0,False
6300,2103.00,short,4.0,16,6316,2053.43,TP,13.20,False,0.0,False
6317,2064.21,short,4.0,3,6320,2142.36,SL,-21.20,False,0.0,False
6316,2077.04,long,4.0,4,6320,2126.00,TP,13.20,False,0.0,False
6287,2106.83,long,2.0,33,6320,2156.49,TP,6.60,True,0.06,True
6276,2062.62,short,2.0,44,6320,2086.05,SL_over40,-3.18,True,0.06,True
6324,2074.09,short,4.0,3,6327,2025.20,TP,13.20,False,0.0,False
6336,2135.29,long,4.0,7,6343,2185.62,TP,13.20,False,0.0,False
6335,2124.22,short,4.0,12,6347,2204.64,SL,-21.20,False,0.0,False
6339,2151.67,short,4.0,41,6380,2176.11,SL_over40,-6.36,True,0.06,True
6374,2165.69,long,1.0,16,6390,2216.74,TP,3.30,False,0.0,False
6355,2167.50,long,4.0,36,6391,2218.59,TP,13.20,False,0.0,False
6354,2177.31,long,4.0,40,6394,2228.63,TP,13.20,True,0.06,True
6423,2170.10,long,4.0,12,6435,2221.25,TP,13.20,False,0.0,False
6418,2187.69,short,4.0,41,6459,2212.54,SL_over40,-6.36,True,0.06,True
6411,2212.59,long,4.0,49,6460,2259.53,TP_over40,11.88,True,0.06,True
6420,2189.64,short,4.0,41,6461,2214.51,SL_over40,-6.36,True,0.06,True
6453,2241.59,short,1.0,41,6494,2267.05,SL_over40,-1.59,True,0.06,True
6463,2270.30,short,4.0,49,6512,2222.14,TP_over40,11.88,True,0.06,True
6516,2266.77,short,2.0,6,6522,2213.34,TP,6.60,False,0.0,False
6545,2211.39,short,4.0,6,6551,2159.26,TP,13.20,False,0.0,False
6517,2257.49,long,2.0,34,6551,2172.03,SL,-10.60,True,0.06,True
6565,2147.89,long,1.0,22,6587,2198.52,TP,3.30,False,0.0,False
6605,2188.53,long,4.0,4,6609,2240.12,TP,13.20,False,0.0,False
6613,2209.68,short,4.0,2,6615,2157.59,TP,13.20,False,0.0,False
6588,2196.48,short,4.0,29,6617,2144.71,TP,13.20,False,0.0,False
6621,2162.31,short,4.0,31,6652,2111.34,TP,13.20,False,0.0,False
6619,2158.41,long,1.0,41,6660,2133.90,SL_over40,-1.59,True,0.06,True
6655,2134.21,short,1.0,41,6696,2158.45,SL_over40,-1.59,True,0.06,True
6800,2110.06,short,1.0,9,6809,2060.32,TP,3.30,False,0.0,False
6799,2115.01,short,1.0,10,6809,2065.16,TP,3.30,False,0.0,False
6801,2117.50,long,2.0,9,6810,2037.34,SL,-10.60,False,0.0,False
6804,2107.21,long,2.0,7,6811,2027.44,SL,-10.60,False,0.0,False
6823,2043.90,short,4.0,11,6834,1995.72,TP,13.20,False,0.0,False
6837,2020.41,long,2.0,11,6848,2068.03,TP,6.60,False,0.0,False
6832,2023.51,long,2.0,22,6854,2071.21,TP,6.60,False,0.0,False
6873,2062.10,short,1.0,2,6875,2140.17,SL,-5.30,False,0.0,False
6868,2070.80,long,2.0,7,6875,2119.61,TP,6.60,False,0.0,False
6848,2061.18,short,2.0,27,6875,2139.21,SL,-10.60,False,0.0,False
6900,2026.62,short,2.0,6,6906,1978.85,TP,6.60,False,0.0,False
6897,2018.96,long,4.0,9,6906,1942.53,SL,-21.20,False,0.0,False
6911,1911.83,long,4.0,2,6913,1839.45,SL,-21.20,False,0.0,False
6930,1885.25,short,1.0,5,6935,1840.81,TP,3.30,False,0.0,False
6939,1809.72,short,4.0,7,6946,1878.23,SL,-21.20,False,0.0,False
6957,1893.60,short,2.0,35,6992,1848.97,TP,6.60,True,0.06,True
6991,1872.08,long,4.0,4,6995,1916.21,TP,13.20,False,0.0,False
6993,1866.89,short,4.0,13,7006,1937.57,SL,-21.20,False,0.0,False
7004,1902.56,long,4.0,3,7007,1947.41,TP,13.20,False,0.0,False
7047,1856.30,long,2.0,11,7058,1900.06,TP,6.60,False,0.0,False
7064,1925.53,short,4.0,3,7067,1880.14,TP,13.20,False,0.0,False
7078,1911.68,short,1.0,10,7088,1866.62,TP,3.30,False,0.0,False
7102,1875.42,long,2.0,58,7160,1854.12,SL_over40,-3.18,True,0.06,True
7105,1878.65,short,2.0,63,7168,1899.99,SL_over40,-3.18,True,0.06,True
7138,1894.03,long,1.0,43,7181,1872.52,SL_over40,-1.59,True,0.06,True
7169,1900.20,short,1.0,23,7192,1855.41,TP,3.30,False,0.0,False
7168,1894.64,short,2.0,27,7195,1849.98,TP,6.60,False,0.0,False
7156,1872.64,short,1.0,41,7197,1832.91,TP_over40,2.97,True,0.06,True
7193,1857.67,long,1.0,51,7244,1897.08,TP_over40,2.97,True,0.08,False
7187,1880.59,long,1.0,93,7280,1920.49,TP_over40,2.97,True,0.06,True
7230,1886.18,long,1.0,52,7282,1926.19,TP_over40,2.97,True,0.06,True
7265,1898.15,short,1.0,41,7306,1919.71,SL_over40,-1.59,True,0.06,True
7370,1927.47,long,1.0,82,7452,1905.58,SL_over40,-1.59,True,0.08,False
7299,1936.15,short,1.0,159,7458,1895.08,TP_over40,2.97,True,0.06,True
7460,1871.19,long,4.0,18,7478,1915.30,TP,13.20,False,0.0,False
7455,1906.82,long,2.0,46,7501,1885.16,SL_over40,-3.18,True,0.06,True
7474,1891.74,short,1.0,45,7519,1913.22,SL_over40,-1.59,True,0.06,True
7483,1907.57,long,2.0,52,7535,1885.91,SL_over40,-3.18,True,0.06,True
7506,1880.23,long,1.0,52,7558,1920.12,TP_over40,2.97,True,0.06,True
7565,1898.66,long,4.0,19,7584,1943.41,TP,13.20,False,0.0,False
7550,1908.12,short,1.0,41,7591,1929.79,SL_over40,-1.59,True,0.06,True
7569,1899.84,short,4.0,41,7610,1921.42,SL_over40,-6.36,True,0.06,True
7604,1929.98,long,2.0,41,7645,1908.06,SL_over40,-3.18,True,0.06,True
7570,1907.79,long,2.0,77,7647,1886.12,SL_over40,-3.18,True,0.06,True
7678,1880.80,long,1.0,21,7699,1925.13,TP,3.30,False,0.0,False
7673,1887.79,long,2.0,26,7699,1932.29,TP,6.60,False,0.0,False
7853,1985.98,long,2.0,82,7935,1963.42,SL_over40,-3.18,True,0.06,True
7951,1951.01,short,2.0,41,7992,1973.17,SL_over40,-3.18,True,0.06,True
7954,1947.43,short,2.0,41,7995,1969.55,SL_over40,-3.18,True,0.06,True
7955,1952.15,long,1.0,71,8026,1993.56,TP_over40,2.97,True,0.06,True
7932,1972.49,long,1.0,185,8117,2014.33,TP_over40,2.97,True,0.06,True
8222,2088.89,short,1.0,70,8292,2044.58,TP_over40,2.97,True,0.06,True
8239,2086.87,short,4.0,54,8293,2042.60,TP_over40,11.88,True,0.06,True
8342,2073.28,short,1.0,87,8429,2029.30,TP_over40,2.97,True,0.06,True
8451,1990.04,long,4.0,30,8481,2036.95,TP,13.20,False,0.0,False
8571,2001.51,long,1.0,13,8584,1925.74,SL,-5.30,False,0.0,False
8564,2001.71,short,1.0,20,8584,1954.53,TP,3.30,False,0.0,False
8625,1887.94,short,1.0,41,8666,1909.38,SL_over40,-1.59,True,0.06,True
8650,1884.66,long,4.0,50,8700,1863.26,SL_over40,-6.36,True,0.06,True
8677,1899.83,short,1.0,30,8707,1855.05,TP,3.30,False,0.0,False
8658,1897.00,short,1.0,49,8707,1856.76,TP_over40,2.97,True,0.06,True
8709,1844.55,long,4.0,41,8750,1823.60,SL_over40,-6.36,True,0.06,True
8708,1835.46,long,4.0,44,8752,1814.61,SL_over40,-6.36,True,0.06,True
8742,1817.22,long,4.0,70,8812,1796.58,SL_over40,-6.36,True,0.08,False
8733,1818.14,long,1.0,79,8812,1797.49,SL_over40,-1.59,True,0.08,False
8865,1811.86,short,1.0,41,8906,1832.44,SL_over40,-1.59,True,0.06,True
8868,1804.62,short,2.0,42,8910,1825.12,SL_over40,-3.18,True,0.06,True
8870,1802.13,short,1.0,41,8911,1822.60,SL_over40,-1.59,True,0.06,True
8867,1811.47,long,1.0,47,8914,1849.90,TP_over40,2.97,True,0.06,True
8913,1839.81,short,2.0,63,8976,1860.70,SL_over40,-3.18,True,0.06,True
8912,1832.77,short,2.0,64,8976,1853.59,SL_over40,-3.18,True,0.06,True
8923,1839.42,long,1.0,60,8983,1878.44,TP_over40,2.97,True,0.06,True
8922,1844.25,long,1.0,61,8983,1883.37,TP_over40,2.97,True,0.06,True
9017,1915.80,long,2.0,41,9058,1894.04,SL_over40,-3.18,True,0.06,True
9109,1901.21,short,4.0,21,9130,1856.40,TP,13.20,False,0.0,False
9154,1823.05,long,2.0,39,9193,1754.03,SL,-10.60,True,0.06,True
9202,1764.83,short,4.0,41,9243,1784.87,SL_over40,-6.36,True,0.06,True
9220,1791.10,long,2.0,51,9271,1829.10,TP_over40,5.94,True,0.06,True
9295,1787.09,long,4.0,44,9339,1825.00,TP_over40,11.88,True,0.08,False
9306,1792.51,short,1.0,41,9347,1812.87,SL_over40,-1.59,True,0.06,True
9325,1818.20,short,1.0,71,9396,1779.63,TP_over40,2.97,True,0.06,True
